map_id,t0,t1,t2,t3,ada_delta_last_minus_0
254,1.0,1.0,1.0,1.0,0.0
255,1.0,1.0,1.0,1.0,0.0
256,1.0,1.0,1.0,1.0,0.0
257,1.0,0.4,0.0,0.0,-1.0
258,0.4,1.0,1.0,1.0,0.6
259,1.0,1.0,1.0,1.0,0.0
260,0.2,0.6,0.8,0.8,0.6000000000000001
261,1.0,1.0,1.0,1.0,0.0
262,0.6,0.6,0.6,0.8,0.20000000000000007
263,1.0,1.0,1.0,1.0,0.0
264,1.0,1.0,1.0,1.0,0.0
265,1.0,1.0,1.0,1.0,0.0
266,1.0,1.0,1.0,1.0,0.0
267,1.0,1.0,1.0,1.0,0.0
268,1.0,1.0,1.0,1.0,0.0
269,1.0,1.0,1.0,1.0,0.0
270,0.4,0.6,0.6,0.8,0.4
271,0.8,1.0,1.0,1.0,0.19999999999999996
272,0.6,0.8,1.0,1.0,0.4
273,1.0,1.0,1.0,1.0,0.0
274,1.0,1.0,1.0,1.0,0.0
275,0.4,0.2,0.4,0.6,0.19999999999999996
276,1.0,1.0,1.0,1.0,0.0
277,1.0,1.0,1.0,1.0,0.0
278,1.0,0.8,1.0,1.0,0.0
279,1.0,1.0,0.8,1.0,0.0
280,1.0,1.0,1.0,1.0,0.0
281,1.0,1.0,1.0,1.0,0.0
282,1.0,1.0,1.0,1.0,0.0
283,1.0,1.0,1.0,1.0,0.0
284,1.0,1.0,1.0,1.0,0.0
285,1.0,1.0,1.0,1.0,0.0
286,1.0,1.0,1.0,1.0,0.0
287,1.0,1.0,1.0,1.0,0.0
288,1.0,1.0,1.0,1.0,0.0
289,1.0,1.0,1.0,1.0,0.0
290,1.0,1.0,1.0,1.0,0.0
291,1.0,1.0,1.0,1.0,0.0
292,1.0,1.0,1.0,1.0,0.0
293,1.0,1.0,1.0,1.0,0.0
294,0.2,0.0,0.2,0.4,0.2
295,1.0,1.0,1.0,1.0,0.0
296,1.0,1.0,1.0,1.0,0.0
297,0.2,0.0,0.0,0.0,-0.2
298,1.0,0.8,0.6,0.6,-0.4
299,0.4,0.4,1.0,0.8,0.4
300,1.0,1.0,1.0,1.0,0.0
301,1.0,0.8,0.8,0.8,-0.19999999999999996
302,1.0,1.0,1.0,1.0,0.0
303,1.0,1.0,1.0,1.0,0.0
304,0.8,0.6,1.0,0.6,-0.20000000000000007
305,1.0,1.0,1.0,1.0,0.0
306,0.4,0.8,1.0,0.8,0.4
307,0.0,0.8,0.6,0.8,0.8
308,1.0,1.0,1.0,1.0,0.0
309,1.0,1.0,1.0,1.0,0.0
310,1.0,1.0,1.0,1.0,0.0
311,1.0,1.0,1.0,1.0,0.0
312,1.0,1.0,0.6,0.8,-0.19999999999999996
313,1.0,1.0,1.0,1.0,0.0
314,1.0,1.0,1.0,1.0,0.0
315,1.0,1.0,1.0,1.0,0.0
316,1.0,1.0,1.0,1.0,0.0
317,1.0,1.0,1.0,1.0,0.0
318,1.0,1.0,1.0,1.0,0.0
319,1.0,1.0,1.0,1.0,0.0
320,1.0,1.0,1.0,1.0,0.0
321,1.0,0.4,0.2,0.0,-1.0
322,1.0,1.0,1.0,1.0,0.0
323,1.0,1.0,1.0,1.0,0.0
324,1.0,1.0,1.0,1.0,0.0
325,1.0,1.0,1.0,1.0,0.0
326,0.8,1.0,1.0,1.0,0.19999999999999996
327,1.0,1.0,0.8,0.8,-0.19999999999999996
328,1.0,1.0,1.0,1.0,0.0
329,1.0,1.0,1.0,1.0,0.0
330,1.0,1.0,1.0,1.0,0.0
331,1.0,1.0,1.0,1.0,0.0
332,1.0,1.0,1.0,1.0,0.0
333,1.0,1.0,1.0,1.0,0.0
334,0.0,0.0,0.4,0.0,0.0
335,1.0,1.0,1.0,1.0,0.0
336,1.0,1.0,1.0,1.0,0.0
337,1.0,1.0,1.0,1.0,0.0
338,1.0,1.0,1.0,1.0,0.0
339,1.0,1.0,1.0,1.0,0.0
340,1.0,1.0,1.0,1.0,0.0
341,1.0,1.0,1.0,1.0,0.0
342,1.0,1.0,1.0,1.0,0.0
343,1.0,1.0,1.0,1.0,0.0
344,0.8,0.8,0.6,0.8,0.0
345,1.0,1.0,1.0,1.0,0.0
346,1.0,1.0,1.0,0.8,-0.19999999999999996
347,1.0,1.0,1.0,1.0,0.0
348,1.0,1.0,1.0,1.0,0.0
349,0.8,0.8,0.8,0.8,0.0
350,1.0,1.0,1.0,1.0,0.0
351,0.4,0.6,1.0,1.0,0.6
352,0.4,0.6,1.0,1.0,0.6
353,0.4,1.0,0.8,1.0,0.6
354,1.0,1.0,1.0,1.0,0.0
355,1.0,1.0,1.0,1.0,0.0
356,1.0,1.0,1.0,1.0,0.0
357,1.0,1.0,1.0,1.0,0.0
358,1.0,1.0,1.0,1.0,0.0
359,1.0,0.6,0.8,0.8,-0.19999999999999996
360,1.0,1.0,1.0,1.0,0.0
361,0.8,0.8,1.0,1.0,0.19999999999999996
362,1.0,1.0,1.0,1.0,0.0
363,1.0,1.0,1.0,1.0,0.0
364,1.0,1.0,1.0,1.0,0.0
365,1.0,1.0,1.0,1.0,0.0
366,1.0,1.0,1.0,1.0,0.0
367,1.0,1.0,1.0,1.0,0.0
368,1.0,1.0,1.0,1.0,0.0
369,0.2,0.6,0.4,0.4,0.2
370,1.0,1.0,1.0,1.0,0.0
371,0.0,0.8,0.8,0.4,0.4
372,1.0,1.0,1.0,1.0,0.0
373,1.0,1.0,1.0,1.0,0.0
374,1.0,1.0,1.0,1.0,0.0
375,1.0,1.0,1.0,1.0,0.0
376,1.0,1.0,1.0,1.0,0.0
377,1.0,1.0,1.0,1.0,0.0
378,0.6,0.8,1.0,1.0,0.4
379,0.0,1.0,1.0,1.0,1.0
380,1.0,0.8,1.0,0.8,-0.19999999999999996
381,1.0,1.0,1.0,1.0,0.0
382,1.0,0.2,0.6,0.8,-0.19999999999999996
383,1.0,1.0,1.0,1.0,0.0
384,1.0,1.0,1.0,1.0,0.0
385,0.0,0.8,0.6,0.4,0.4
386,1.0,1.0,1.0,1.0,0.0
387,1.0,1.0,1.0,1.0,0.0
388,1.0,1.0,1.0,1.0,0.0
389,1.0,1.0,1.0,1.0,0.0
390,1.0,1.0,1.0,1.0,0.0
391,1.0,1.0,1.0,1.0,0.0
392,1.0,1.0,1.0,1.0,0.0
393,0.4,1.0,1.0,1.0,0.6
394,0.8,1.0,1.0,1.0,0.19999999999999996
395,1.0,1.0,1.0,1.0,0.0
396,1.0,1.0,1.0,1.0,0.0
397,0.8,0.6,0.6,1.0,0.19999999999999996
398,1.0,1.0,1.0,1.0,0.0
399,1.0,1.0,0.8,0.8,-0.19999999999999996
400,0.2,0.4,0.2,0.2,0.0
401,1.0,1.0,1.0,1.0,0.0
402,0.4,0.8,0.8,0.8,0.4
403,0.8,1.0,0.8,0.6,-0.20000000000000007
404,1.0,1.0,1.0,1.0,0.0
405,1.0,1.0,1.0,1.0,0.0
406,1.0,0.8,0.8,0.8,-0.19999999999999996
407,1.0,1.0,1.0,1.0,0.0
408,1.0,1.0,1.0,1.0,0.0
409,1.0,1.0,1.0,1.0,0.0
410,1.0,1.0,1.0,1.0,0.0
411,1.0,1.0,1.0,1.0,0.0
412,1.0,1.0,0.8,0.6,-0.4
413,1.0,1.0,1.0,1.0,0.0
414,1.0,1.0,1.0,1.0,0.0
415,1.0,0.8,0.8,1.0,0.0
416,1.0,1.0,1.0,1.0,0.0
417,1.0,1.0,1.0,1.0,0.0
418,0.2,0.6,0.2,0.2,0.0
419,1.0,1.0,1.0,1.0,0.0
420,1.0,1.0,1.0,1.0,0.0
421,1.0,1.0,1.0,1.0,0.0
422,1.0,1.0,1.0,1.0,0.0
423,1.0,1.0,1.0,1.0,0.0
424,1.0,1.0,1.0,1.0,0.0
425,1.0,1.0,1.0,1.0,0.0
426,1.0,1.0,1.0,1.0,0.0
427,0.8,1.0,1.0,1.0,0.19999999999999996
428,1.0,1.0,1.0,1.0,0.0
429,0.8,1.0,1.0,1.0,0.19999999999999996
430,1.0,1.0,1.0,1.0,0.0
431,1.0,1.0,1.0,1.0,0.0
432,1.0,1.0,1.0,1.0,0.0
433,1.0,1.0,1.0,1.0,0.0
434,1.0,1.0,1.0,1.0,0.0
435,1.0,1.0,1.0,1.0,0.0
436,1.0,1.0,1.0,1.0,0.0
437,1.0,0.6,0.8,1.0,0.0
438,1.0,1.0,1.0,1.0,0.0
439,1.0,1.0,1.0,1.0,0.0
440,1.0,1.0,1.0,1.0,0.0
441,1.0,1.0,1.0,1.0,0.0
442,1.0,1.0,1.0,1.0,0.0
443,1.0,1.0,1.0,1.0,0.0
444,1.0,1.0,1.0,1.0,0.0
445,1.0,1.0,1.0,1.0,0.0
446,1.0,1.0,1.0,1.0,0.0
447,0.6,0.8,0.8,1.0,0.4
448,0.8,0.6,1.0,1.0,0.19999999999999996
449,1.0,1.0,1.0,1.0,0.0
450,1.0,1.0,1.0,1.0,0.0
451,1.0,1.0,1.0,1.0,0.0
452,1.0,1.0,1.0,1.0,0.0
453,1.0,1.0,1.0,1.0,0.0
454,1.0,1.0,1.0,1.0,0.0
455,1.0,1.0,1.0,1.0,0.0
456,1.0,1.0,1.0,1.0,0.0
457,0.8,1.0,0.8,0.8,0.0
458,1.0,1.0,1.0,1.0,0.0
459,1.0,1.0,1.0,1.0,0.0
460,0.4,0.8,0.8,1.0,0.6
461,1.0,1.0,1.0,1.0,0.0
462,1.0,1.0,1.0,1.0,0.0
463,1.0,1.0,1.0,1.0,0.0
464,1.0,1.0,1.0,1.0,0.0
465,1.0,1.0,1.0,1.0,0.0
466,1.0,1.0,1.0,1.0,0.0
467,1.0,1.0,1.0,1.0,0.0
468,1.0,1.0,1.0,1.0,0.0
469,1.0,1.0,1.0,1.0,0.0
470,0.6,0.6,0.6,1.0,0.4
471,1.0,1.0,1.0,1.0,0.0
472,0.2,0.8,0.8,0.8,0.6000000000000001
473,1.0,1.0,1.0,1.0,0.0
474,1.0,1.0,1.0,1.0,0.0
475,1.0,1.0,1.0,1.0,0.0
476,1.0,1.0,1.0,1.0,0.0
477,1.0,1.0,1.0,1.0,0.0
478,1.0,1.0,1.0,1.0,0.0
479,1.0,1.0,1.0,1.0,0.0
480,1.0,1.0,1.0,1.0,0.0
481,1.0,1.0,1.0,1.0,0.0
482,0.6,1.0,1.0,1.0,0.4
483,1.0,1.0,0.8,0.8,-0.19999999999999996
484,1.0,1.0,1.0,1.0,0.0
485,1.0,1.0,1.0,1.0,0.0
486,1.0,1.0,1.0,1.0,0.0
487,0.4,1.0,1.0,0.8,0.4
488,1.0,1.0,1.0,1.0,0.0
489,1.0,1.0,1.0,1.0,0.0
490,1.0,1.0,1.0,1.0,0.0
491,0.2,0.8,1.0,1.0,0.8
492,1.0,1.0,1.0,1.0,0.0
493,1.0,1.0,1.0,1.0,0.0
494,1.0,1.0,1.0,1.0,0.0
495,1.0,1.0,1.0,1.0,0.0
496,1.0,1.0,1.0,1.0,0.0
497,1.0,1.0,1.0,1.0,0.0
498,1.0,1.0,1.0,1.0,0.0
499,1.0,1.0,1.0,1.0,0.0
500,1.0,1.0,1.0,1.0,0.0
501,1.0,1.0,1.0,1.0,0.0
502,1.0,1.0,1.0,1.0,0.0
503,0.2,0.0,0.2,0.0,-0.2
504,1.0,1.0,1.0,1.0,0.0
505,1.0,1.0,1.0,1.0,0.0
506,1.0,1.0,1.0,1.0,0.0
507,1.0,1.0,1.0,1.0,0.0
508,1.0,1.0,1.0,1.0,0.0
509,1.0,1.0,1.0,1.0,0.0
510,0.4,1.0,0.6,0.6,0.19999999999999996
511,1.0,1.0,1.0,1.0,0.0
512,1.0,1.0,1.0,1.0,0.0
513,1.0,1.0,1.0,1.0,0.0
514,1.0,1.0,1.0,1.0,0.0
515,1.0,1.0,1.0,1.0,0.0
516,1.0,1.0,1.0,1.0,0.0
517,0.6,0.8,0.6,0.0,-0.6
518,1.0,1.0,1.0,1.0,0.0
519,1.0,1.0,1.0,1.0,0.0
520,1.0,1.0,1.0,1.0,0.0
521,1.0,1.0,1.0,1.0,0.0
522,1.0,1.0,1.0,1.0,0.0
523,1.0,1.0,1.0,1.0,0.0
524,1.0,1.0,1.0,1.0,0.0
525,0.8,0.4,0.6,1.0,0.19999999999999996
526,1.0,1.0,1.0,1.0,0.0
527,1.0,1.0,1.0,1.0,0.0
528,1.0,1.0,1.0,1.0,0.0
529,1.0,1.0,1.0,1.0,0.0
530,1.0,1.0,1.0,1.0,0.0
531,0.2,1.0,0.8,1.0,0.8
532,1.0,1.0,1.0,1.0,0.0
533,0.4,0.2,0.0,0.2,-0.2
534,1.0,1.0,1.0,1.0,0.0
535,1.0,1.0,1.0,1.0,0.0
536,1.0,1.0,1.0,1.0,0.0
537,0.2,0.8,1.0,1.0,0.8
